,Unnamed: 0,_id,formhub/uuid,start,end,today,deviceid,Main_group/enumerator_group/name_enum,Main_group/location_details/Select_District,Main_group/location_details/geo_location,Main_group/location_details/well_type,Main_group/location_details/sw_bk_well_no,Main_group/measurement/measurement_point_cm,Main_group/measurement/Well_photo_Use_the_ed_measurement_point,Main_group/measurement/Measurement_of_tape_ent_point_MP_in_m,Main_group/measurement/wet_point_measruement_on_tape,Main_group/measurement/gw_level_from_mp,Main_group/measurement/mp_in_m,Main_group/measurement/gw_level,__version__,_version_,meta/instanceID,_xform_id_string,_uuid,_attachments,_status,_geolocation,_submission_time,_tags,_notes,_validation_status,_submitted_by,Main_group/location_details/bk_dw_no,Main_group/measurement/Audio_Notes_Use_the_to_record_any_notes,Main_group/measurement/Notes,Main_group/location_details/well_no_sw_bardiya,Main_group/location_details/well_no_dw_bardiya
272,272,189660170,36e34b01767e41e291b861fbf251aaf1,2021-06-29T15:42:05.613+05:45,2021-06-29T15:48:53.063+05:45,2021-06-29,868190042176206,yogendra,Banke,28.1873244 81.6301051 109.90054282328481 4.854,sw,bk-sw-04,65,1624960696199.jpg,5.0,3.85,1.15,0.65,0.5,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:8ffdec0f-69f4-4df8-b43f-66d9bc9b0921,ajbNkrfgsftG7FsDVqc5h9,8ffdec0f-69f4-4df8-b43f-66d9bc9b0921,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8ffdec0f-69f4-4df8-b43f-66d9bc9b0921%2F1624960696199.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8ffdec0f-69f4-4df8-b43f-66d9bc9b0921%2F1624960696199.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8ffdec0f-69f4-4df8-b43f-66d9bc9b0921%2F1624960696199.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8ffdec0f-69f4-4df8-b43f-66d9bc9b0921%2F1624960696199.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/8ffdec0f-69f4-4df8-b43f-66d9bc9b0921/1624960696199.jpg', 'instance': 189660170, 'xform': 669773, 'id': 69692678}]",submitted_via_web,"[28.1873244, 81.6301051]",2021-06-30T09:18:06,[],[],{},gw_monitoring,,,,,
273,273,189660180,36e34b01767e41e291b861fbf251aaf1,2021-06-29T16:50:55.949+05:45,2021-06-29T17:00:18.333+05:45,2021-06-29,868190042176206,yogendra,Banke,28.1317725 81.6588471 104.23475521295485 4.854,sw,bk-sw-06_1,45,1624965115128.jpg,5.0,4.28,0.7199999999999998,0.45,0.27,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:761e9d96-309e-4537-849f-33ed710fa797,ajbNkrfgsftG7FsDVqc5h9,761e9d96-309e-4537-849f-33ed710fa797,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F761e9d96-309e-4537-849f-33ed710fa797%2F1624965115128.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F761e9d96-309e-4537-849f-33ed710fa797%2F1624965115128.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F761e9d96-309e-4537-849f-33ed710fa797%2F1624965115128.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F761e9d96-309e-4537-849f-33ed710fa797%2F1624965115128.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/761e9d96-309e-4537-849f-33ed710fa797/1624965115128.jpg', 'instance': 189660180, 'xform': 669773, 'id': 69692681}]",submitted_via_web,"[28.1317725, 81.6588471]",2021-06-30T09:18:08,[],[],{},gw_monitoring,,,,,
274,274,192692322,36e34b01767e41e291b861fbf251aaf1,2021-07-06T13:27:48.672+05:45,2021-07-06T13:29:50.664+05:45,2021-07-06,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.0852523 81.5163728 83.6368732261931 4.803,dt,,25,1625557467981.jpg,14.0,1.9,12.1,0.25,11.85,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:c507685e-09ec-482f-8ba6-4661e6389f1c,ajbNkrfgsftG7FsDVqc5h9,c507685e-09ec-482f-8ba6-4661e6389f1c,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fc507685e-09ec-482f-8ba6-4661e6389f1c%2F1625557467981.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fc507685e-09ec-482f-8ba6-4661e6389f1c%2F1625557467981.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fc507685e-09ec-482f-8ba6-4661e6389f1c%2F1625557467981.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fc507685e-09ec-482f-8ba6-4661e6389f1c%2F1625557467981.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/c507685e-09ec-482f-8ba6-4661e6389f1c/1625557467981.jpg', 'instance': 192692322, 'xform': 669773, 'id': 70863223}]",submitted_via_web,"[28.0852523, 81.5163728]",2021-07-12T09:03:26,[],[],{},gw_monitoring,,,,,bd-dw-01
275,275,192692327,36e34b01767e41e291b861fbf251aaf1,2021-07-06T13:39:30.005+05:45,2021-07-06T13:40:30.419+05:45,2021-07-06,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.0828789 81.5111145 80.8468903454475 4.803,dt,,24,1625558115140.jpg,12.0,1.8,10.2,0.24,9.96,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:1c87440f-6afd-41cf-aad4-88c0d932b8d0,ajbNkrfgsftG7FsDVqc5h9,1c87440f-6afd-41cf-aad4-88c0d932b8d0,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c87440f-6afd-41cf-aad4-88c0d932b8d0%2F1625558115140.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c87440f-6afd-41cf-aad4-88c0d932b8d0%2F1625558115140.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c87440f-6afd-41cf-aad4-88c0d932b8d0%2F1625558115140.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c87440f-6afd-41cf-aad4-88c0d932b8d0%2F1625558115140.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/1c87440f-6afd-41cf-aad4-88c0d932b8d0/1625558115140.jpg', 'instance': 192692327, 'xform': 669773, 'id': 70863224}]",submitted_via_web,"[28.0828789, 81.5111145]",2021-07-12T09:03:29,[],[],{},gw_monitoring,,,,,bd-dw-04
276,276,192692331,36e34b01767e41e291b861fbf251aaf1,2021-07-06T13:46:35.350+05:45,2021-07-06T13:48:28.324+05:45,2021-07-06,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.0883557 81.5027002 86.34372548320997 4.854,dt,,20,1625558564389.jpg,14.0,1.9,12.1,0.2,11.9,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:788524eb-a4ce-4587-b851-6b02d77aff16,ajbNkrfgsftG7FsDVqc5h9,788524eb-a4ce-4587-b851-6b02d77aff16,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F788524eb-a4ce-4587-b851-6b02d77aff16%2F1625558564389.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F788524eb-a4ce-4587-b851-6b02d77aff16%2F1625558564389.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F788524eb-a4ce-4587-b851-6b02d77aff16%2F1625558564389.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F788524eb-a4ce-4587-b851-6b02d77aff16%2F1625558564389.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/788524eb-a4ce-4587-b851-6b02d77aff16/1625558564389.jpg', 'instance': 192692331, 'xform': 669773, 'id': 70863225}]",submitted_via_web,"[28.0883557, 81.5027002]",2021-07-12T09:03:31,[],[],{},gw_monitoring,,,,,bd-dw-03
277,277,192692341,36e34b01767e41e291b861fbf251aaf1,2021-07-06T14:06:33.422+05:45,2021-07-06T14:08:11.413+05:45,2021-07-06,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.1056001 81.4828041 86.68986379303561 4.854,dt,,10,1625559756129.jpg,12.0,1.7,10.3,0.1,10.2,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:f8d94791-9ba1-46b4-a508-6388d1ea1963,ajbNkrfgsftG7FsDVqc5h9,f8d94791-9ba1-46b4-a508-6388d1ea1963,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff8d94791-9ba1-46b4-a508-6388d1ea1963%2F1625559756129.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff8d94791-9ba1-46b4-a508-6388d1ea1963%2F1625559756129.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff8d94791-9ba1-46b4-a508-6388d1ea1963%2F1625559756129.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff8d94791-9ba1-46b4-a508-6388d1ea1963%2F1625559756129.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/f8d94791-9ba1-46b4-a508-6388d1ea1963/1625559756129.jpg', 'instance': 192692341, 'xform': 669773, 'id': 70863231}]",submitted_via_web,"[28.1056001, 81.4828041]",2021-07-12T09:03:33,[],[],{},gw_monitoring,,,,,bd-dw-02
278,278,192692348,36e34b01767e41e291b861fbf251aaf1,2021-07-08T12:14:24.677+05:45,2021-07-08T12:15:48.149+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.1486814 81.496827 85.64393435665194 4.803,sw,,40,1625725830895.jpg,7.0,1.8,5.2,0.4,4.8,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:390cab26-287d-4339-a933-044bc71a5b1e,ajbNkrfgsftG7FsDVqc5h9,390cab26-287d-4339-a933-044bc71a5b1e,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F390cab26-287d-4339-a933-044bc71a5b1e%2F1625725830895.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F390cab26-287d-4339-a933-044bc71a5b1e%2F1625725830895.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F390cab26-287d-4339-a933-044bc71a5b1e%2F1625725830895.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F390cab26-287d-4339-a933-044bc71a5b1e%2F1625725830895.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/390cab26-287d-4339-a933-044bc71a5b1e/1625725830895.jpg', 'instance': 192692348, 'xform': 669773, 'id': 70863232}]",submitted_via_web,"[28.1486814, 81.496827]",2021-07-12T09:03:35,[],[],{},gw_monitoring,,,,bd-sw-18,
279,279,192692350,36e34b01767e41e291b861fbf251aaf1,2021-07-08T12:26:01.283+05:45,2021-07-08T12:27:28.392+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.1462923 81.4793364 89.85069285994025 4.551,sw,,30,1625726534350.jpg,8.0,1.8,6.2,0.3,5.9,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:ac1c4231-9c76-41ea-9640-f793ac5eb64b,ajbNkrfgsftG7FsDVqc5h9,ac1c4231-9c76-41ea-9640-f793ac5eb64b,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fac1c4231-9c76-41ea-9640-f793ac5eb64b%2F1625726534350.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fac1c4231-9c76-41ea-9640-f793ac5eb64b%2F1625726534350.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fac1c4231-9c76-41ea-9640-f793ac5eb64b%2F1625726534350.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fac1c4231-9c76-41ea-9640-f793ac5eb64b%2F1625726534350.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/ac1c4231-9c76-41ea-9640-f793ac5eb64b/1625726534350.jpg', 'instance': 192692350, 'xform': 669773, 'id': 70863234}]",submitted_via_web,"[28.1462923, 81.4793364]",2021-07-12T09:03:37,[],[],{},gw_monitoring,,,,bd-sw-19,
280,280,192692358,36e34b01767e41e291b861fbf251aaf1,2021-07-08T12:39:02.149+05:45,2021-07-08T12:43:15.466+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.1658782 81.5010353 93.06979498311131 4.854,sw,,0,1625727475934.jpg,7.0,1.7,5.3,0.0,5.3,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:a54d5c83-4414-4b8c-bff3-e29c24cf49e1,ajbNkrfgsftG7FsDVqc5h9,a54d5c83-4414-4b8c-bff3-e29c24cf49e1,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa54d5c83-4414-4b8c-bff3-e29c24cf49e1%2F1625727475934.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa54d5c83-4414-4b8c-bff3-e29c24cf49e1%2F1625727475934.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa54d5c83-4414-4b8c-bff3-e29c24cf49e1%2F1625727475934.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa54d5c83-4414-4b8c-bff3-e29c24cf49e1%2F1625727475934.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/a54d5c83-4414-4b8c-bff3-e29c24cf49e1/1625727475934.jpg', 'instance': 192692358, 'xform': 669773, 'id': 70863235}]",submitted_via_web,"[28.1658782, 81.5010353]",2021-07-12T09:03:39,[],[],{},gw_monitoring,,,,bd-sw-17,
281,281,192692365,36e34b01767e41e291b861fbf251aaf1,2021-07-08T13:00:17.511+05:45,2021-07-08T13:01:34.285+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.1880089 81.4798633 90.77675645417352 4.854,sw,,40,1625728578574.jpg,6.0,1.8,4.2,0.4,3.8,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:8fb7b001-b11a-41ec-8ad0-e70163ba47d9,ajbNkrfgsftG7FsDVqc5h9,8fb7b001-b11a-41ec-8ad0-e70163ba47d9,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8fb7b001-b11a-41ec-8ad0-e70163ba47d9%2F1625728578574.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8fb7b001-b11a-41ec-8ad0-e70163ba47d9%2F1625728578574.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8fb7b001-b11a-41ec-8ad0-e70163ba47d9%2F1625728578574.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F8fb7b001-b11a-41ec-8ad0-e70163ba47d9%2F1625728578574.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/8fb7b001-b11a-41ec-8ad0-e70163ba47d9/1625728578574.jpg', 'instance': 192692365, 'xform': 669773, 'id': 70863237}]",submitted_via_web,"[28.1880089, 81.4798633]",2021-07-12T09:03:41,[],[],{},gw_monitoring,,,,bd-sw-03,
282,282,192692371,36e34b01767e41e291b861fbf251aaf1,2021-07-08T13:20:59.163+05:45,2021-07-08T13:21:48.151+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.189708 81.3836147 79.90999113590765 4.803,sw,,30,1625729792668.jpg,7.0,1.6,5.4,0.3,5.1,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:bbd5e656-01ba-4216-9f1f-ac3a659edd24,ajbNkrfgsftG7FsDVqc5h9,bbd5e656-01ba-4216-9f1f-ac3a659edd24,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fbbd5e656-01ba-4216-9f1f-ac3a659edd24%2F1625729792668.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fbbd5e656-01ba-4216-9f1f-ac3a659edd24%2F1625729792668.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fbbd5e656-01ba-4216-9f1f-ac3a659edd24%2F1625729792668.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fbbd5e656-01ba-4216-9f1f-ac3a659edd24%2F1625729792668.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/bbd5e656-01ba-4216-9f1f-ac3a659edd24/1625729792668.jpg', 'instance': 192692371, 'xform': 669773, 'id': 70863241}]",submitted_via_web,"[28.189708, 81.3836147]",2021-07-12T09:03:43,[],[],{},gw_monitoring,,,,bd-sw-05,
283,283,192692376,36e34b01767e41e291b861fbf251aaf1,2021-07-08T13:42:36.883+05:45,2021-07-08T13:43:47.093+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.1691568 81.3378623 82.37976249806361 4.854,sw,,40,1625731108840.jpg,8.0,1.8,6.2,0.4,5.8,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:219e81b8-f145-48a6-ad20-200674d37e9b,ajbNkrfgsftG7FsDVqc5h9,219e81b8-f145-48a6-ad20-200674d37e9b,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F219e81b8-f145-48a6-ad20-200674d37e9b%2F1625731108840.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F219e81b8-f145-48a6-ad20-200674d37e9b%2F1625731108840.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F219e81b8-f145-48a6-ad20-200674d37e9b%2F1625731108840.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F219e81b8-f145-48a6-ad20-200674d37e9b%2F1625731108840.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/219e81b8-f145-48a6-ad20-200674d37e9b/1625731108840.jpg', 'instance': 192692376, 'xform': 669773, 'id': 70863242}]",submitted_via_web,"[28.1691568, 81.3378623]",2021-07-12T09:03:44,[],[],{},gw_monitoring,,,,bd-sw-06,
284,284,192692384,36e34b01767e41e291b861fbf251aaf1,2021-07-08T14:10:32.087+05:45,2021-07-08T14:14:16.197+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.2462785 81.3065593 83.77972589092016 4.551,sw,,50,1625732940092.jpg,6.0,1.8,4.2,0.5,3.7,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:41e17279-5c8f-4ea3-afed-ae71bbb1ccad,ajbNkrfgsftG7FsDVqc5h9,41e17279-5c8f-4ea3-afed-ae71bbb1ccad,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F41e17279-5c8f-4ea3-afed-ae71bbb1ccad%2F1625732940092.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F41e17279-5c8f-4ea3-afed-ae71bbb1ccad%2F1625732940092.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F41e17279-5c8f-4ea3-afed-ae71bbb1ccad%2F1625732940092.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F41e17279-5c8f-4ea3-afed-ae71bbb1ccad%2F1625732940092.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/41e17279-5c8f-4ea3-afed-ae71bbb1ccad/1625732940092.jpg', 'instance': 192692384, 'xform': 669773, 'id': 70863244}]",submitted_via_web,"[28.2462785, 81.3065593]",2021-07-12T09:03:46,[],[],{},gw_monitoring,,,,bd-sw-09,
285,285,192692392,36e34b01767e41e291b861fbf251aaf1,2021-07-08T14:27:15.016+05:45,2021-07-08T14:28:12.705+05:45,2021-07-08,collect:j4PTEWRBElBFPepF,Anita,Bardiya,28.2462792 81.3065368 84.15604330109332 4.854,sw,,40,1625733761419.jpg,14.0,1.7,12.3,0.4,11.9,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:05b986c2-5d5d-4497-8002-a38207a84322,ajbNkrfgsftG7FsDVqc5h9,05b986c2-5d5d-4497-8002-a38207a84322,"[{'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F05b986c2-5d5d-4497-8002-a38207a84322%2F1625733761419.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F05b986c2-5d5d-4497-8002-a38207a84322%2F1625733761419.jpg', 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F05b986c2-5d5d-4497-8002-a38207a84322%2F1625733761419.jpg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F05b986c2-5d5d-4497-8002-a38207a84322%2F1625733761419.jpg', 'mimetype': 'image/jpeg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/05b986c2-5d5d-4497-8002-a38207a84322/1625733761419.jpg', 'instance': 192692392, 'xform': 669773, 'id': 70863248}]",submitted_via_web,"[28.2462792, 81.3065368]",2021-07-12T09:03:48,[],[],{},gw_monitoring,,,,bd-sw-12,
